sense_key	urdu_word
history%1:10:00::	"Dictionary Definition: A record or narrative description of past events.
    Urdu Word: تاریخ"
history%1:09:00::	تاریخ
history%1:28:02::	Timeline
history%1:09:01::	تارخ
technician%1:18:00::	"Dictionary Definition: Technician
    Urdu Word: تکنیشین"
technician%1:18:01::	"Dictionary Definition: A person who is exceptionally skilled in a particular field.
    Urdu Word: ماہر"
type%1:09:00::	"Definition: A group of people who share a common interest or activity.
    Urdu Word: جماعت"
type%1:18:00::	"Dictionary Definition: A person of a specified kind (usually with many eccentricities)
    Urdu Word: خوارق"
type%1:14:01::	"Definition: (biology) the taxonomic group whose characteristics are used to define the next higher taxon
    Urdu word:  مُثُل"
type%1:10:01::	"Definition: A small, flat, rectangular piece of paper.
    
    Urdu Word: کاغذ"
type%1:10:00::	"Dictionary Definition: ""A small, round, sweet fruit with a thin skin.""
    Urdu Word: توت"
type%1:06:00::	"Dictionary definition: a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper.
    Urdu word: ہینڈل"
principle%1:09:03::	"Dictionary Definition: Principle
    
    Urdu Word: اصول"
principle%1:09:01::	"Definition: A set of rules or guidelines for proper conduct.
    Urdu Word: آداب"
principle%1:09:00::	"Dictionary Definition: A fundamental principle or belief.
    Urdu Word: حقیقت"
principle%1:09:04::	"Dictionary Definition: A principle or rule governing the behavior of a system.
    Urdu Word: قانون"
principle%1:10:00::	"Definition: A person's behavior or conduct.
    
    Urdu word: آداب"
principle%1:09:02::	"Dictionary definition: (law) an explanation of the fundamental reasons (especially an explanation of the working of some device in terms of laws of nature).
    Urdu word: قانونیت"
regulation%1:10:00::	"Definition: A state of being deeply engrossed in thought or activity.
    
    Urdu Word: غماغت"
regulation%1:09:00::	"Definition: A rule of conduct.
    Urdu Word: آداب"
regulation%1:26:00::	Governance
regulation%1:22:00::	تداویابی
regulation%1:04:01::	Uniformity
regulation%1:04:00::	"Dictionary Definition: Governance
    Urdu Word: حاکمیت (Haakmeeyat)"
sense%1:09:05::	Dictionary Definition: awareness
sense%1:10:00::	"Dictionary Definition: A state of being or existence.
    Urdu Word: وجود"
sense%1:09:02::	Perception
sense%1:09:04::	"Dictionary definition: sound practical judgment
    Urdu word: وقار"
sense%1:09:06::	"Definition: A feeling of deep connection and understanding with nature.
    
    Urdu Word:  حس"
matter%1:09:01::	Dictionary Definition: Worry
matter%1:09:00::	"Situation: A sudden, unexpected event that causes distress.
    Urdu Word: سانحہ"
matter%1:03:00::	مادہ
matter%1:09:02::	"Definition: A feeling of great happiness and joy.
    Urdu Word: فرح"
matter%1:07:00::	"Dictionary Definition: (used with negation) having consequence, produce
    Urdu Word: نتائج"
matter%1:10:00::	"Definition: The act of writing or creating text.
    Urdu Word: تحریر"
damage%1:11:00::	"Dictionary Definition: Deterioration
    
    Urdu Word: زوال"
damage%1:11:01::	Loss
damage%1:04:00::	"Definition: to harm or injure
    Urdu Word: چھیلنا"
damage%1:21:00::	Cost
damage%1:04:01::	"Definition: any harm or injury resulting from a violation of a legal right
    Urdu word: ناحی"
spirit%1:18:01::	زندگی کی بنیادی طاقت
spirit%1:26:00::	"Dictionary Definition: The general atmosphere of a place or situation and the effect that it has on people.
    Urdu Word: ماحول"
spirit%1:07:00::	Character
spirit%1:18:00::	Jinn
spirit%1:26:01::	"Dictionary Definition: The state of a person's emotions (especially with regard to pleasure or dejection).
    Urdu Word: حالتِدل"
spirit%1:10:00::	"Dictionary Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
spirit%1:07:02::	حarakat
spirit%1:07:03::	"Definition: A strong feeling of attraction or liking.
    Urdu Word: شغف"
advantage%1:07:00::	Dictionary Definition: Advantage
advantage%1:23:00::	"Dictionary Definition: (tennis) first point scored after deuce.
    Urdu Word: جیت"
advantage%1:07:01::	Definition: advantage
integrity%1:26:00::	Dictionary Definition: Completeness
integrity%1:07:00::	اخلاص
aspect%1:09:00::	"Definition: A state of being or existence.
    Urdu Word: وجود"
aspect%1:07:02::	"Definition: A state of being or condition.
    Urdu Word: حالت"
aspect%1:09:01::	"Definition: A large, open area of land, typically rural.
    
    Urdu Word: میدان"
aspect%1:24:00::	Action
aspect%1:07:01::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
lawbreaker%1:18:00::	Criminal
thing%1:26:00::	"Definition: A state of being overwhelmed or stressed.
    Urdu Word:  غصہ"
thing%1:04:00::	"Definition: To make something by working on it.
    Urdu Word: بنانا"
thing%1:09:00::	"Definition: A state of being deeply engrossed in thought or activity.
    
    Urdu Word: غماغت"
thing%1:06:00::	"Definition: A small, handheld device used for communication.
    Urdu Word: موبائل"
thing%1:11:00::	"Definition: A sudden, unexpected occurrence.
    Urdu Word: حادثہ"
thing%1:09:02::	Dictionary Definition: Worry
thing%1:10:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
thing%1:06:01::	"Dictionary Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
thing%1:07:00::	"Dictionary Definition: Existence
    Urdu Word: وجود"
thing%1:09:01::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
thing%1:12:00::	"Dictionary Definition: a persistent illogical feeling of desire or aversion
    Urdu Word:  تکلیف"
thing%1:03:00::	"Dictionary Definition: a separate and self-contained entity
    Urdu Word: ذات"
legal_fraud%1:04:00::	"Dictionary Definition: comprises all acts or omissions or concealments involving breach of equitable or legal duty or trust or confidence.
    Urdu Word: خیانت"
violation%1:04:00::	"Definition: a crime less serious than a felony
    Urdu Word: جنتا جرم (Janata Garm)"
violation%1:04:04::	Violation
violation%1:04:01::	غفارت
violation%1:04:03::	"Definition: a disrespectful act
    Urdu Word: توہمت"
violation%1:04:02::	زنا
punishment%1:04:00::	"Dictionary Definition: Punishing
    Urdu Word: سزا"
complaint%1:26:00::	Malady
complaint%1:10:02::	"Dictionary Definition: (formerly) a loud cry (or repeated cries) of pain or rage or sorrow
    Urdu Word: زاری"
complaint%1:10:00::	"Dictionary Definition: an expression of grievance or resentment
    Urdu Word: بغاوت"
complaint%1:10:03::	"Definition: (civil law) the first pleading of the plaintiff setting out the facts on which the claim for relief is based.
    Urdu word: तहरीर"
complaint%1:10:04::	"Definition: (criminal law) a pleading describing some wrong or offense.
    Urdu Word: توشہ"
violator%1:18:01::	Criminal
violator%1:18:00::	زناباز
benefit%1:21:00::	"Support your answer with a brief explanation.
    
    Dictionary Definition: financial assistance in time of need
    Urdu Word: امداد
    
    Dictionary Definition: a feeling of great happiness
    Urdu Word: خوشی
    
    Dictionary Definition: a large body of water
    Urdu Word: دریا
    
    Dictionary Definition: a place where people live
    Urdu Word: شہر
    
    Dictionary Definition: a tool used for"
benefit%1:07:00::	"Dictionary Definition: ""A substance or practice that promotes health and wellness.""
    
    Urdu Word:  تسکین"
benefit%1:10:00::	"Dictionary Definition: a performance to raise money for a charitable cause
    Urdu Word: خیرخواہی"
result%1:19:00::	"Dictionary Definition: A phenomenon that follows and is caused by some previous phenomenon.
    Urdu Word: نتائج"
result%1:10:00::	"Dictionary Definition: A method of solving a problem by breaking it down into smaller, more manageable parts.
    Urdu Word: تقسیم"
result%1:11:00::	"Definition: A sudden, unexpected event or occurrence.
    Urdu Word: واقعہ"
result%1:10:01::	"Dictionary Definition: ""The man is running.""
    Urdu Word:  کارکن"
strategy%1:09:00::	"Dictionary Definition: A detailed plan of action.
    Urdu Word:  نقشہ"
strategy%1:09:01::	جنگ‌کاعلم
club%1:14:01::	Team
club%1:14:00::	"Dictionary Definition: A formal association of people with similar interests.
    Urdu Word: مجلس"
club%1:06:00::	"Dictionary Definition: stout stick that is larger at one end
    Urdu Word: پتنگ"
club%1:06:02::	Club
club%1:06:01::	Golf
club%1:06:03::	Card
club%1:06:04::	اجاله‌ی شب
championship%1:26:00::	Champion
championship%1:11:00::	"Definition: A contest or game in which people compete for a prize.
    
    Urdu Word: مقابلہ"
championship%1:04:00::	Support
participation%1:04:00::	Dictionary Definition: Participation
participation%1:26:00::	"Dictionary definition: the condition of sharing in common with others (as fellows or partners etc.)
    Urdu word: شراکت"
degree%1:07:00::	"Definition: The degree to which something is intense or strong.
    Urdu Word: شدت"
degree%1:26:01::	Dictionary Definition: Stage
degree%1:10:00::	Degree
degree%1:23:00::	Angle
degree%1:09:00::	"Definition: The highest power of a term or variable.
    Urdu Word: घात"
degree%1:23:03::	Temperature
degree%1:07:01::	"Dictionary definition: the seriousness of something (e.g., a burn or crime)
    Urdu word: جانی (jani)"
indetermination%1:07:00::	Dictionary Definition: Ambiguous
addition%1:06:00::	Dictionary Definition: Supplement
addition%1:04:02::	"Dictionary Definition: to add to a collection
    
    Urdu Word: شامل کرنا"
addition%1:23:00::	"Definition: A sum of money.
    Urdu Word: رقم"
addition%1:21:00::	"Definition: A small, flat piece of wood or other material used for smoothing a surface.
    
    Answer:  سفید"
addition%1:15:00::	مسکونی علاقہ
addition%1:04:01::	Dictionary Definition: Sum
cycle%1:28:00::	"Period.
    
    Definition: an interval during which a recurring sequence of events occurs.
    Urdu Word: دورانیہ"
cycle%1:14:00::	"Definition: A series of poems or songs on the same theme.
    Urdu Word: مجموعہ"
cycle%1:11:02::	Cycle
cycle%1:28:02::	Hz
cycle%1:11:01::	"Definition: a single complete execution of a periodically repeated phenomenon
    
    Urdu Word: دورانیہ"
cycle%1:06:00::	Bicycle
suspension%1:27:00::	"Dictionary Definition: a mixture in which fine particles are suspended in a fluid where they are supported by buoyancy, 
    Urdu Word:  مخلوط"
suspension%1:28:00::	Interruption
suspension%1:26:00::	"Definition: temporary cessation or suspension
    Urdu Word: معطل"
suspension%1:11:00::	"Definition: a sudden decrease in the amount of something.
    Urdu Word: کم ہونا"
suspension%1:06:00::	Suspension
suspension%1:04:00::	Dictionary Definition: suspending
suspension%1:04:01::	Banishment
accumulation%1:22:00::	Dictionary Definition: Increase
accumulation%1:14:00::	"Dictionary Definition: A collection of things or ideas.
    Urdu Word: مجموعہ"
accumulation%1:04:00::	Dictionary Definition: Accumulation
accumulation%1:21:00::	"Capitalization is not needed.
    
    
    Dictionary Definition: (finance) profits that are not paid out as dividends but are added to the capital base of the corporation"
place%1:15:00::	Point
place%1:15:04::	"Dictionary Definition: A designated area for a specific activity or function.
    Urdu Word: علاقہ"
place%1:09:00::	"Definition: A place in the mind where memories are stored.
    
    Urdu Word: حافظہ"
place%1:15:01::	Area
place%1:04:01::	"Definition: A position or role in an organization.
    Urdu Word: عہدہ"
place%1:26:01::	"Definition: A state of being overwhelmed or stressed.
    Urdu Word:  غصہ"
place%1:15:06::	"Dictionary Definition: A large, open area of land used for grazing livestock.
    Urdu Word: چراگاہ"
place%1:04:00::	"Job
    
    Urdu: وظیفه"
place%1:15:05::	Dictionary Definition: Volume
place%1:26:00::	Situation
place%1:15:03::	Bench
place%1:10:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: فرح"
place%1:26:02::	"Dictionary Definition: Proper
    Urdu Word: مناسب"
place%1:15:02::	چورستان
place%1:10:02::	"Definition: A small, flat piece of wood or other material.
    Urdu:  تولیہ"
place%1:10:01::	"Dictionary Definition: A large, open space, often used for recreation or events.
    Urdu Word: میدان"
round%1:06:01::	Cartridge
round%1:28:01::	"Period.
    
    Definition: an interval during which a recurring sequence of events occurs.
    Urdu Word: دورانیہ"
round%1:15:00::	Patrol
round%1:04:00::	"Dictionary Definition: A series of professional calls (usually in a set order)
    Urdu Word: سلسلہ اجتماعات"
round%1:04:03::	Golf
round%1:04:01::	"Definition: The act of moving from one place to another.
    Urdu Word: سفر"
